,Latitude,Longitude,datetime,pm_conc,Name,month,day,month_cat,threshold,Census_Tract,asthma_rate,Rate Lower Confidence Interval,Rate Upper Confidence Interval,year,NAME,unw_centroid_long,unw_centroid_lat,Estimated Population,Percent Non-Hispanic,Percent Non-Hispanic White ,Percent Non-Hispanic Black ,Percent Non-Hispanic American Indian/Alaska Native ,Percent Non-Hispanic Asian ,Percent Non-Hispanic Native Hawaiian/Other Pacific Islander ,Percent Non-Hispanic Other ,Percent Non-Hispanic Two or More Races,Percent Hispanic ,Estimate Educated,Median Income ,Population Below Poverty Level,Population Income to Poverty Level,Percent Below 100% FPL,Percent Between 100% and 199% FPL,"Unemployment Rate, 16 and Over",Percent Below 200% FPL,Percent High School or Less,Percent Some College or Greater,Labor Force Participation Rate ,Percent Non-White,Redlining (HOLC Grade),Asthma Prevalence,Smoking Prevalence,Obesity Prevalence,COPD Prevalence,Lack of Health Care Access Prevalence,"ICE, Nonwhite by Income ","ICE, Rent Versus Owned ",Particulate Matter ,Housing Stress,Percent Population Within Half a Mile to Parks,Percent Population With Access to Healthy Foods
10,37.63757,-122.4327,2024-12-30 00:00:00+00:00,3.34,Brentwood Park,12,Monday,12,False,6081602400,8.8,7.7,9.9,2022,Census Tract 6024; San Mateo County; California,-122.4357376,37.64449514,7522,74.0095719223611,34.2860941239032,1.39590534432332,0.106354692900824,33.2491358681202,0.292475405477267,1.7548524328636,2.92475405477267,25.9904280776389,5548,49498.0,7511,1255,12.1115537848606,8.36653386454183,1.1,20.4780876494024,33.8139870223504,66.1860129776496,77.9260555677095,65.7139058760968,,8.8,9.2,21.8,5.2,7.0,56.8623853211009,56.1100917431193,12.6082227297509,36.3773027612542,100.0,
11,37.63757,-122.4327,2025-02-06 00:00:00+00:00,3.42,Brentwood Park,2,Thursday,2,False,6081602400,8.8,7.7,9.9,2022,Census Tract 6024; San Mateo County; California,-122.4357376,37.64449514,7522,74.0095719223611,34.2860941239032,1.39590534432332,0.106354692900824,33.2491358681202,0.292475405477267,1.7548524328636,2.92475405477267,25.9904280776389,5548,49498.0,7511,1255,12.1115537848606,8.36653386454183,1.1,20.4780876494024,33.8139870223504,66.1860129776496,77.9260555677095,65.7139058760968,,8.8,9.2,21.8,5.2,7.0,56.8623853211009,56.1100917431193,12.6082227297509,36.3773027612542,100.0,
12,37.63757,-122.4327,2024-12-22 00:00:00+00:00,12.69,Brentwood Park,12,Sunday,12,False,6081602400,8.8,7.7,9.9,2022,Census Tract 6024; San Mateo County; California,-122.4357376,37.64449514,7522,74.0095719223611,34.2860941239032,1.39590534432332,0.106354692900824,33.2491358681202,0.292475405477267,1.7548524328636,2.92475405477267,25.9904280776389,5548,49498.0,7511,1255,12.1115537848606,8.36653386454183,1.1,20.4780876494024,33.8139870223504,66.1860129776496,77.9260555677095,65.7139058760968,,8.8,9.2,21.8,5.2,7.0,56.8623853211009,56.1100917431193,12.6082227297509,36.3773027612542,100.0,
13,37.63757,-122.4327,2025-01-16 00:00:00+00:00,17.87,Brentwood Park,1,Thursday,1,False,6081602400,8.8,7.7,9.9,2022,Census Tract 6024; San Mateo County; California,-122.4357376,37.64449514,7522,74.0095719223611,34.2860941239032,1.39590534432332,0.106354692900824,33.2491358681202,0.292475405477267,1.7548524328636,2.92475405477267,25.9904280776389,5548,49498.0,7511,1255,12.1115537848606,8.36653386454183,1.1,20.4780876494024,33.8139870223504,66.1860129776496,77.9260555677095,65.7139058760968,,8.8,9.2,21.8,5.2,7.0,56.8623853211009,56.1100917431193,12.6082227297509,36.3773027612542,100.0,
14,37.63757,-122.4327,2025-01-14 00:00:00+00:00,4.58,Brentwood Park,1,Tuesday,1,False,6081602400,8.8,7.7,9.9,2022,Census Tract 6024; San Mateo County; California,-122.4357376,37.64449514,7522,74.0095719223611,34.2860941239032,1.39590534432332,0.106354692900824,33.2491358681202,0.292475405477267,1.7548524328636,2.92475405477267,25.9904280776389,5548,49498.0,7511,1255,12.1115537848606,8.36653386454183,1.1,20.4780876494024,33.8139870223504,66.1860129776496,77.9260555677095,65.7139058760968,,8.8,9.2,21.8,5.2,7.0,56.8623853211009,56.1100917431193,12.6082227297509,36.3773027612542,100.0,
15,37.63757,-122.4327,2025-01-23 00:00:00+00:00,9.44,Brentwood Park,1,Thursday,1,False,6081602400,8.8,7.7,9.9,2022,Census Tract 6024; San Mateo County; California,-122.4357376,37.64449514,7522,74.0095719223611,34.2860941239032,1.39590534432332,0.106354692900824,33.2491358681202,0.292475405477267,1.7548524328636,2.92475405477267,25.9904280776389,5548,49498.0,7511,1255,12.1115537848606,8.36653386454183,1.1,20.4780876494024,33.8139870223504,66.1860129776496,77.9260555677095,65.7139058760968,,8.8,9.2,21.8,5.2,7.0,56.8623853211009,56.1100917431193,12.6082227297509,36.3773027612542,100.0,
16,37.63757,-122.4327,2024-12-31 00:00:00+00:00,4.24,Brentwood Park,12,Tuesday,12,False,6081602400,8.8,7.7,9.9,2022,Census Tract 6024; San Mateo County; California,-122.4357376,37.64449514,7522,74.0095719223611,34.2860941239032,1.39590534432332,0.106354692900824,33.2491358681202,0.292475405477267,1.7548524328636,2.92475405477267,25.9904280776389,5548,49498.0,7511,1255,12.1115537848606,8.36653386454183,1.1,20.4780876494024,33.8139870223504,66.1860129776496,77.9260555677095,65.7139058760968,,8.8,9.2,21.8,5.2,7.0,56.8623853211009,56.1100917431193,12.6082227297509,36.3773027612542,100.0,
17,37.63757,-122.4327,2025-01-20 00:00:00+00:00,9.75,Brentwood Park,1,Monday,1,False,6081602400,8.8,7.7,9.9,2022,Census Tract 6024; San Mateo County; California,-122.4357376,37.64449514,7522,74.0095719223611,34.2860941239032,1.39590534432332,0.106354692900824,33.2491358681202,0.292475405477267,1.7548524328636,2.92475405477267,25.9904280776389,5548,49498.0,7511,1255,12.1115537848606,8.36653386454183,1.1,20.4780876494024,33.8139870223504,66.1860129776496,77.9260555677095,65.7139058760968,,8.8,9.2,21.8,5.2,7.0,56.8623853211009,56.1100917431193,12.6082227297509,36.3773027612542,100.0,
18,37.63757,-122.4327,2024-12-25 00:00:00+00:00,4.93,Brentwood Park,12,Wednesday,12,False,6081602400,8.8,7.7,9.9,2022,Census Tract 6024; San Mateo County; California,-122.4357376,37.64449514,7522,74.0095719223611,34.2860941239032,1.39590534432332,0.106354692900824,33.2491358681202,0.292475405477267,1.7548524328636,2.92475405477267,25.9904280776389,5548,49498.0,7511,1255,12.1115537848606,8.36653386454183,1.1,20.4780876494024,33.8139870223504,66.1860129776496,77.9260555677095,65.7139058760968,,8.8,9.2,21.8,5.2,7.0,56.8623853211009,56.1100917431193,12.6082227297509,36.3773027612542,100.0,
19,37.63757,-122.4327,2025-01-06 00:00:00+00:00,7.49,Brentwood Park,1,Monday,1,False,6081602400,8.8,7.7,9.9,2022,Census Tract 6024; San Mateo County; California,-122.4357376,37.64449514,7522,74.0095719223611,34.2860941239032,1.39590534432332,0.106354692900824,33.2491358681202,0.292475405477267,1.7548524328636,2.92475405477267,25.9904280776389,5548,49498.0,7511,1255,12.1115537848606,8.36653386454183,1.1,20.4780876494024,33.8139870223504,66.1860129776496,77.9260555677095,65.7139058760968,,8.8,9.2,21.8,5.2,7.0,56.8623853211009,56.1100917431193,12.6082227297509,36.3773027612542,100.0,
20,37.63757,-122.4327,2024-11-18 00:00:00+00:00,3.61,Brentwood Park,11,Monday,11,False,6081602400,8.8,7.7,9.9,2022,Census Tract 6024; San Mateo County; California,-122.4357376,37.64449514,7522,74.0095719223611,34.2860941239032,1.39590534432332,0.106354692900824,33.2491358681202,0.292475405477267,1.7548524328636,2.92475405477267,25.9904280776389,5548,49498.0,7511,1255,12.1115537848606,8.36653386454183,1.1,20.4780876494024,33.8139870223504,66.1860129776496,77.9260555677095,65.7139058760968,,8.8,9.2,21.8,5.2,7.0,56.8623853211009,56.1100917431193,12.6082227297509,36.3773027612542,100.0,
21,37.63757,-122.4327,2025-01-02 00:00:00+00:00,8.6,Brentwood Park,1,Thursday,1,False,6081602400,8.8,7.7,9.9,2022,Census Tract 6024; San Mateo County; California,-122.4357376,37.64449514,7522,74.0095719223611,34.2860941239032,1.39590534432332,0.106354692900824,33.2491358681202,0.292475405477267,1.7548524328636,2.92475405477267,25.9904280776389,5548,49498.0,7511,1255,12.1115537848606,8.36653386454183,1.1,20.4780876494024,33.8139870223504,66.1860129776496,77.9260555677095,65.7139058760968,,8.8,9.2,21.8,5.2,7.0,56.8623853211009,56.1100917431193,12.6082227297509,36.3773027612542,100.0,
22,37.63757,-122.4327,2025-01-15 00:00:00+00:00,8.52,Brentwood Park,1,Wednesday,1,False,6081602400,8.8,7.7,9.9,2022,Census Tract 6024; San Mateo County; California,-122.4357376,37.64449514,7522,74.0095719223611,34.2860941239032,1.39590534432332,0.106354692900824,33.2491358681202,0.292475405477267,1.7548524328636,2.92475405477267,25.9904280776389,5548,49498.0,7511,1255,12.1115537848606,8.36653386454183,1.1,20.4780876494024,33.8139870223504,66.1860129776496,77.9260555677095,65.7139058760968,,8.8,9.2,21.8,5.2,7.0,56.8623853211009,56.1100917431193,12.6082227297509,36.3773027612542,100.0,
23,37.63757,-122.4327,2025-01-12 00:00:00+00:00,4.38,Brentwood Park,1,Sunday,1,False,6081602400,8.8,7.7,9.9,2022,Census Tract 6024; San Mateo County; California,-122.4357376,37.64449514,7522,74.0095719223611,34.2860941239032,1.39590534432332,0.106354692900824,33.2491358681202,0.292475405477267,1.7548524328636,2.92475405477267,25.9904280776389,5548,49498.0,7511,1255,12.1115537848606,8.36653386454183,1.1,20.4780876494024,33.8139870223504,66.1860129776496,77.9260555677095,65.7139058760968,,8.8,9.2,21.8,5.2,7.0,56.8623853211009,56.1100917431193,12.6082227297509,36.3773027612542,100.0,
24,37.63757,-122.4327,2024-11-24 00:00:00+00:00,3.09,Brentwood Park,11,Sunday,11,False,6081602400,8.8,7.7,9.9,2022,Census Tract 6024; San Mateo County; California,-122.4357376,37.64449514,7522,74.0095719223611,34.2860941239032,1.39590534432332,0.106354692900824,33.2491358681202,0.292475405477267,1.7548524328636,2.92475405477267,25.9904280776389,5548,49498.0,7511,1255,12.1115537848606,8.36653386454183,1.1,20.4780876494024,33.8139870223504,66.1860129776496,77.9260555677095,65.7139058760968,,8.8,9.2,21.8,5.2,7.0,56.8623853211009,56.1100917431193,12.6082227297509,36.3773027612542,100.0,
25,37.63757,-122.4327,2025-02-07 00:00:00+00:00,2.72,Brentwood Park,2,Friday,2,False,6081602400,8.8,7.7,9.9,2022,Census Tract 6024; San Mateo County; California,-122.4357376,37.64449514,7522,74.0095719223611,34.2860941239032,1.39590534432332,0.106354692900824,33.2491358681202,0.292475405477267,1.7548524328636,2.92475405477267,25.9904280776389,5548,49498.0,7511,1255,12.1115537848606,8.36653386454183,1.1,20.4780876494024,33.8139870223504,66.1860129776496,77.9260555677095,65.7139058760968,,8.8,9.2,21.8,5.2,7.0,56.8623853211009,56.1100917431193,12.6082227297509,36.3773027612542,100.0,
26,37.63757,-122.4327,2024-12-23 00:00:00+00:00,13.33,Brentwood Park,12,Monday,12,False,6081602400,8.8,7.7,9.9,2022,Census Tract 6024; San Mateo County; California,-122.4357376,37.64449514,7522,74.0095719223611,34.2860941239032,1.39590534432332,0.106354692900824,33.2491358681202,0.292475405477267,1.7548524328636,2.92475405477267,25.9904280776389,5548,49498.0,7511,1255,12.1115537848606,8.36653386454183,1.1,20.4780876494024,33.8139870223504,66.1860129776496,77.9260555677095,65.7139058760968,,8.8,9.2,21.8,5.2,7.0,56.8623853211009,56.1100917431193,12.6082227297509,36.3773027612542,100.0,
27,37.63757,-122.4327,2025-01-21 00:00:00+00:00,4.93,Brentwood Park,1,Tuesday,1,False,6081602400,8.8,7.7,9.9,2022,Census Tract 6024; San Mateo County; California,-122.4357376,37.64449514,7522,74.0095719223611,34.2860941239032,1.39590534432332,0.106354692900824,33.2491358681202,0.292475405477267,1.7548524328636,2.92475405477267,25.9904280776389,5548,49498.0,7511,1255,12.1115537848606,8.36653386454183,1.1,20.4780876494024,33.8139870223504,66.1860129776496,77.9260555677095,65.7139058760968,,8.8,9.2,21.8,5.2,7.0,56.8623853211009,56.1100917431193,12.6082227297509,36.3773027612542,100.0,
28,37.63757,-122.4327,2024-12-26 00:00:00+00:00,3.81,Brentwood Park,12,Thursday,12,False,6081602400,8.8,7.7,9.9,2022,Census Tract 6024; San Mateo County; California,-122.4357376,37.64449514,7522,74.0095719223611,34.2860941239032,1.39590534432332,0.106354692900824,33.2491358681202,0.292475405477267,1.7548524328636,2.92475405477267,25.9904280776389,5548,49498.0,7511,1255,12.1115537848606,8.36653386454183,1.1,20.4780876494024,33.8139870223504,66.1860129776496,77.9260555677095,65.7139058760968,,8.8,9.2,21.8,5.2,7.0,56.8623853211009,56.1100917431193,12.6082227297509,36.3773027612542,100.0,
29,37.63757,-122.4327,2025-01-24 00:00:00+00:00,16.23,Brentwood Park,1,Friday,1,False,6081602400,8.8,7.7,9.9,2022,Census Tract 6024; San Mateo County; California,-122.4357376,37.64449514,7522,74.0095719223611,34.2860941239032,1.39590534432332,0.106354692900824,33.2491358681202,0.292475405477267,1.7548524328636,2.92475405477267,25.9904280776389,5548,49498.0,7511,1255,12.1115537848606,8.36653386454183,1.1,20.4780876494024,33.8139870223504,66.1860129776496,77.9260555677095,65.7139058760968,,8.8,9.2,21.8,5.2,7.0,56.8623853211009,56.1100917431193,12.6082227297509,36.3773027612542,100.0,
30,37.63757,122.4327,2024-11-13 00:00:00+00:00,3.75,Brentwood Park,11,Wednesday,11,False,6081602400,8.8,7.7,9.9,2022,Census Tract 6024; San Mateo County; California,-122.4357376,37.64449514,7522,74.0095719223611,34.2860941239032,1.39590534432332,0.106354692900824,33.2491358681202,0.292475405477267,1.7548524328636,2.92475405477267,25.9904280776389,5548,49498.0,7511,1255,12.1115537848606,8.36653386454183,1.1,20.4780876494024,33.8139870223504,66.1860129776496,77.9260555677095,65.7139058760968,,8.8,9.2,21.8,5.2,7.0,56.8623853211009,56.1100917431193,12.6082227297509,36.3773027612542,100.0,
31,37.63757,-122.4327,2025-01-03 00:00:00+00:00,8.47,Brentwood Park,1,Friday,1,False,6081602400,8.8,7.7,9.9,2022,Census Tract 6024; San Mateo County; California,-122.4357376,37.64449514,7522,74.0095719223611,34.2860941239032,1.39590534432332,0.106354692900824,33.2491358681202,0.292475405477267,1.7548524328636,2.92475405477267,25.9904280776389,5548,49498.0,7511,1255,12.1115537848606,8.36653386454183,1.1,20.4780876494024,33.8139870223504,66.1860129776496,77.9260555677095,65.7139058760968,,8.8,9.2,21.8,5.2,7.0,56.8623853211009,56.1100917431193,12.6082227297509,36.3773027612542,100.0,
32,37.63757,-122.4327,2025-01-04 00:00:00+00:00,4.97,Brentwood Park,1,Saturday,1,False,6081602400,8.8,7.7,9.9,2022,Census Tract 6024; San Mateo County; California,-122.4357376,37.64449514,7522,74.0095719223611,34.2860941239032,1.39590534432332,0.106354692900824,33.2491358681202,0.292475405477267,1.7548524328636,2.92475405477267,25.9904280776389,5548,49498.0,7511,1255,12.1115537848606,8.36653386454183,1.1,20.4780876494024,33.8139870223504,66.1860129776496,77.9260555677095,65.7139058760968,,8.8,9.2,21.8,5.2,7.0,56.8623853211009,56.1100917431193,12.6082227297509,36.3773027612542,100.0,
33,37.63757,-122.4327,2025-01-07 00:00:00+00:00,3.59,Brentwood Park,1,Tuesday,1,False,6081602400,8.8,7.7,9.9,2022,Census Tract 6024; San Mateo County; California,-122.4357376,37.64449514,7522,74.0095719223611,34.2860941239032,1.39590534432332,0.106354692900824,33.2491358681202,0.292475405477267,1.7548524328636,2.92475405477267,25.9904280776389,5548,49498.0,7511,1255,12.1115537848606,8.36653386454183,1.1,20.4780876494024,33.8139870223504,66.1860129776496,77.9260555677095,65.7139058760968,,8.8,9.2,21.8,5.2,7.0,56.8623853211009,56.1100917431193,12.6082227297509,36.3773027612542,100.0,
34,37.63757,-122.4327,2025-01-09 00:00:00+00:00,5.54,Brentwood Park,1,Thursday,1,False,6081602400,8.8,7.7,9.9,2022,Census Tract 6024; San Mateo County; California,-122.4357376,37.64449514,7522,74.0095719223611,34.2860941239032,1.39590534432332,0.106354692900824,33.2491358681202,0.292475405477267,1.7548524328636,2.92475405477267,25.9904280776389,5548,49498.0,7511,1255,12.1115537848606,8.36653386454183,1.1,20.4780876494024,33.8139870223504,66.1860129776496,77.9260555677095,65.7139058760968,,8.8,9.2,21.8,5.2,7.0,56.8623853211009,56.1100917431193,12.6082227297509,36.3773027612542,100.0,
35,37.63757,-122.4327,2025-01-10 00:00:00+00:00,5.77,Brentwood Park,1,Friday,1,False,6081602400,8.8,7.7,9.9,2022,Census Tract 6024; San Mateo County; California,-122.4357376,37.64449514,7522,74.0095719223611,34.2860941239032,1.39590534432332,0.106354692900824,33.2491358681202,0.292475405477267,1.7548524328636,2.92475405477267,25.9904280776389,5548,49498.0,7511,1255,12.1115537848606,8.36653386454183,1.1,20.4780876494024,33.8139870223504,66.1860129776496,77.9260555677095,65.7139058760968,,8.8,9.2,21.8,5.2,7.0,56.8623853211009,56.1100917431193,12.6082227297509,36.3773027612542,100.0,
36,37.63757,-122.4327,2025-01-13 00:00:00+00:00,5.06,Brentwood Park,1,Monday,1,False,6081602400,8.8,7.7,9.9,2022,Census Tract 6024; San Mateo County; California,-122.4357376,37.64449514,7522,74.0095719223611,34.2860941239032,1.39590534432332,0.106354692900824,33.2491358681202,0.292475405477267,1.7548524328636,2.92475405477267,25.9904280776389,5548,49498.0,7511,1255,12.1115537848606,8.36653386454183,1.1,20.4780876494024,33.8139870223504,66.1860129776496,77.9260555677095,65.7139058760968,,8.8,9.2,21.8,5.2,7.0,56.8623853211009,56.1100917431193,12.6082227297509,36.3773027612542,100.0,
37,37.63757,-122.4327,2024-12-18 00:00:00+00:00,12.05,Brentwood Park,12,Wednesday,12,False,6081602400,8.8,7.7,9.9,2022,Census Tract 6024; San Mateo County; California,-122.4357376,37.64449514,7522,74.0095719223611,34.2860941239032,1.39590534432332,0.106354692900824,33.2491358681202,0.292475405477267,1.7548524328636,2.92475405477267,25.9904280776389,5548,49498.0,7511,1255,12.1115537848606,8.36653386454183,1.1,20.4780876494024,33.8139870223504,66.1860129776496,77.9260555677095,65.7139058760968,,8.8,9.2,21.8,5.2,7.0,56.8623853211009,56.1100917431193,12.6082227297509,36.3773027612542,100.0,
38,37.63757,-122.4327,2024-11-25 00:00:00+00:00,2.77,Brentwood Park,11,Monday,11,False,6081602400,8.8,7.7,9.9,2022,Census Tract 6024; San Mateo County; California,-122.4357376,37.64449514,7522,74.0095719223611,34.2860941239032,1.39590534432332,0.106354692900824,33.2491358681202,0.292475405477267,1.7548524328636,2.92475405477267,25.9904280776389,5548,49498.0,7511,1255,12.1115537848606,8.36653386454183,1.1,20.4780876494024,33.8139870223504,66.1860129776496,77.9260555677095,65.7139058760968,,8.8,9.2,21.8,5.2,7.0,56.8623853211009,56.1100917431193,12.6082227297509,36.3773027612542,100.0,
39,37.63757,-122.4327,2025-02-08 00:00:00+00:00,3.23,Brentwood Park,2,Saturday,2,False,6081602400,8.8,7.7,9.9,2022,Census Tract 6024; San Mateo County; California,-122.4357376,37.64449514,7522,74.0095719223611,34.2860941239032,1.39590534432332,0.106354692900824,33.2491358681202,0.292475405477267,1.7548524328636,2.92475405477267,25.9904280776389,5548,49498.0,7511,1255,12.1115537848606,8.36653386454183,1.1,20.4780876494024,33.8139870223504,66.1860129776496,77.9260555677095,65.7139058760968,,8.8,9.2,21.8,5.2,7.0,56.8623853211009,56.1100917431193,12.6082227297509,36.3773027612542,100.0,
40,37.63757,-122.4327,2024-12-24 00:00:00+00:00,5.19,Brentwood Park,12,Tuesday,12,False,6081602400,8.8,7.7,9.9,2022,Census Tract 6024; San Mateo County; California,-122.4357376,37.64449514,7522,74.0095719223611,34.2860941239032,1.39590534432332,0.106354692900824,33.2491358681202,0.292475405477267,1.7548524328636,2.92475405477267,25.9904280776389,5548,49498.0,7511,1255,12.1115537848606,8.36653386454183,1.1,20.4780876494024,33.8139870223504,66.1860129776496,77.9260555677095,65.7139058760968,,8.8,9.2,21.8,5.2,7.0,56.8623853211009,56.1100917431193,12.6082227297509,36.3773027612542,100.0,
